SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

          57     1750.00       WINDX   LinStatic        0.00     7227.29        0.00   4.636E-06   1.922E-20  9197064.98        57-1     1750.00
          57     2000.00       WINDX   LinStatic        0.00     7227.29        0.00   4.636E-06   2.583E-20  7390242.67        57-1     2000.00
          57     2000.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07   5.421E-20  7390242.67        57-2        0.00
          57     2250.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07   4.098E-20  5583420.36        57-2      250.00
          57     2750.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07   1.451E-20  1969775.74        57-2      750.00
          57     3250.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07  -1.196E-20 -1643868.88        57-2     1250.00
          57     3750.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07  -3.843E-20 -5257513.50        57-2     1750.00
          57     4000.00       WINDX   LinStatic        0.00     7227.29        0.00   7.110E-07  -5.167E-20 -7064335.81        57-2     2000.00
          57     4000.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.285E-06        0.00 -7064335.81        57-3        0.00
          57     4250.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.285E-06        0.00 -8871158.12        57-3      250.00
          57     4750.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.285E-06        0.00 -12484802.7        57-3      750.00
          57     5250.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.285E-06        0.00 -16098447.4        57-3     1250.00
          57     5750.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.285E-06        0.00 -19712092.0        57-3     1750.00
          57      250.00       WINDY   LinStatic        0.00      255.90  -2.910E-11  2554697.39   7.276E-09   259886.87        57-1      250.00
          57      750.00       WINDY   LinStatic        0.00      255.90  -2.910E-11  2554697.39   2.183E-08   131935.22        57-1      750.00
          57     1250.00       WINDY   LinStatic        0.00      255.90  -2.910E-11  2554697.39   3.638E-08     3983.58        57-1     1250.00
          57     1750.00       WINDY   LinStatic        0.00      255.90  -2.910E-11  2554697.39   5.093E-08  -123968.07        57-1     1750.00
          57     2000.00       WINDY   LinStatic        0.00      255.90  -2.910E-11  2554697.39   5.821E-08  -187943.89        57-1     2000.00
          57     2000.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -146554.05        57-2        0.00
          57     2250.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -146373.31        57-2      250.00
          57     2750.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -146011.83        57-2      750.00
          57     3250.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -145650.36        57-2     1250.00
          57     3750.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -145288.88        57-2     1750.00
          57     4000.00       WINDY   LinStatic        0.00       -0.72        0.00      829.01   2.980E-08  -145108.14        57-2     2000.00
          57     4000.00       WINDY   LinStatic        0.00     -254.48  -2.910E-11 -2539452.74        0.00  -184042.40        57-3        0.00
          57     4250.00       WINDY   LinStatic        0.00     -254.48  -2.910E-11 -2539452.74   7.276E-09  -120421.53        57-3      250.00
          57     4750.00       WINDY   LinStatic        0.00     -254.48  -2.910E-11 -2539452.74   2.183E-08     6820.21        57-3      750.00
          57     5250.00       WINDY   LinStatic        0.00     -254.48  -2.910E-11 -2539452.74   3.638E-08   134061.95        57-3     1250.00
          57     5750.00       WINDY   LinStatic        0.00     -254.48  -2.910E-11 -2539452.74   5.093E-08   261303.69        57-3     1750.00
          58      250.00        DEAD   LinStatic        0.00  -104202.85   2.711E-20 -1141483.83   2.098E-17  -105619360        58-1      250.00
          58      750.00        DEAD   LinStatic        0.00  -100096.85   2.711E-20 -1141483.83   7.427E-18  -54412618.        58-1      750.00
          58     1250.00        DEAD   LinStatic        0.00   -93618.15   2.711E-20 -1141483.83  -6.126E-18 -5983867.68        58-1     1250.00
          58     1750.00        DEAD   LinStatic        0.00   -89512.15   2.711E-20 -1141483.83  -1.968E-17 39666891.02        58-1     1750.00
          58     2000.00        DEAD   LinStatic        0.00   -88645.50   2.711E-20 -1141483.83  -2.645E-17 61920120.37        58-1     2000.00
          58     2000.00        DEAD   LinStatic        0.00    -8212.00        0.00        0.00        0.00 60265180.64        58-2        0.00
          58     2250.00        DEAD   LinStatic        0.00    -7345.35        0.00        0.00        0.00 62226326.46        58-2      250.00
          58     2750.00        DEAD   LinStatic        0.00    -3239.35        0.00        0.00        0.00 65004318.10        58-2      750.00
          58     3250.00        DEAD   LinStatic        0.00     3239.35        0.00        0.00        0.00 65004318.10        58-2     1250.00
          58     3750.00        DEAD   LinStatic        0.00     7345.35        0.00        0.00        0.00 62226326.46        58-2     1750.00
          58     4000.00        DEAD   LinStatic        0.00     8212.00        0.00        0.00        0.00 60265180.64        58-2     2000.00
          58     4000.00        DEAD   LinStatic        0.00    88645.50        0.00  1141483.83   2.776E-17 61920120.37        58-3        0.00
          58     4250.00        DEAD   LinStatic        0.00    89512.15        0.00  1141483.83   2.776E-17 39666891.02        58-3      250.00
          58     4750.00        DEAD   LinStatic        0.00    93618.15        0.00  1141483.83   2.776E-17 -5983867.68        58-3      750.00
          58     5250.00        DEAD   LinStatic        0.00   100096.85        0.00  1141483.83   2.776E-17  -54412618.        58-3     1250.00
          58     5750.00        DEAD   LinStatic        0.00   104202.85        0.00  1141483.83   2.776E-17  -105619360        58-3     1750.00
          58      250.00        LIVE   LinStatic        0.00   -27472.47   1.355E-20  -310002.17   1.049E-17 -27906310.3        58-1      250.00
          58      750.00        LIVE   LinStatic        0.00   -26472.47   1.355E-20  -310002.17   3.713E-18 -14378406.6        58-1      750.00
          58     1250.00        LIVE   LinStatic        0.00   -24722.47   1.355E-20  -310002.17  -3.063E-18 -1579669.62        58-1     1250.00
          58     1750.00        LIVE   LinStatic        0.00   -23722.47   1.355E-20  -310002.17  -9.839E-18 10489900.70        58-1     1750.00
          58     2000.00        LIVE   LinStatic        0.00   -23597.47   1.355E-20  -310002.17  -1.323E-17 16399685.86        58-1     2000.00
          58     2000.00        LIVE   LinStatic        0.00    -2000.00        0.00  -2.328E-10        0.00 15945134.45        58-2        0.00
          58     2250.00        LIVE   LinStatic        0.00    -1875.00        0.00  -2.328E-10        0.00 16434717.78        58-2      250.00
          58     2750.00        LIVE   LinStatic        0.00     -875.00        0.00  -2.328E-10        0.00 17163884.45        58-2      750.00
          58     3250.00        LIVE   LinStatic        0.00      875.00        0.00  -2.328E-10        0.00 17163884.45        58-2     1250.00
          58     3750.00        LIVE   LinStatic        0.00     1875.00        0.00  -2.328E-10        0.00 16434717.78        58-2     1750.00
          58     4000.00        LIVE   LinStatic        0.00     2000.00        0.00  -2.328E-10        0.00 15945134.45        58-2     2000.00
          58     4000.00        LIVE   LinStatic        0.00    23597.47   1.355E-20   310002.17        0.00 16399685.86        58-3        0.00
          58     4250.00        LIVE   LinStatic        0.00    23722.47   1.355E-20   310002.17  -3.388E-18 10489900.70        58-3      250.00
          58     4750.00        LIVE   LinStatic        0.00    24722.47   1.355E-20   310002.17  -1.016E-17 -1579669.62        58-3      750.00
          58     5250.00        LIVE   LinStatic        0.00    26472.47   1.355E-20   310002.17  -1.694E-17 -14378406.6        58-3     1250.00
          58     5750.00        LIVE   LinStatic        0.00    27472.47   1.355E-20   310002.17  -2.372E-17 -27906310.3        58-3     1750.00
          58      250.00       WINDX   LinStatic        0.00     7123.20        0.00   7.906E-07        0.00 19588797.33        58-1      250.00
          58      750.00       WINDX   LinStatic        0.00     7123.20        0.00   7.906E-07        0.00 16027197.81        58-1      750.00
          58     1250.00       WINDX   LinStatic        0.00     7123.20        0.00   7.906E-07        0.00 12465598.30        58-1     1250.00
          58     1750.00       WINDX   LinStatic        0.00     7123.20        0.00   7.906E-07        0.00  8903998.78        58-1     1750.00
          58     2000.00       WINDX   LinStatic        0.00     7123.20        0.00   7.906E-07        0.00  7123199.03        58-1     2000.00
          58     2000.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07        0.00  7123199.03        58-2        0.00
          58     2250.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07        0.00  5342399.27        58-2      250.00
          58     2750.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07        0.00  1780799.76        58-2      750.00
          58     3250.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07        0.00 -1780799.76        58-2     1250.00
          58     3750.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07   1.158E-20 -5342399.27        58-2     1750.00
          58     4000.00       WINDX   LinStatic        0.00     7123.20        0.00   7.111E-07   1.323E-20 -7123199.03        58-2     2000.00
          58     4000.00       WINDX   LinStatic        0.00     7123.20        0.00   2.530E-06        0.00 -7123199.03        58-3        0.00
          58     4250.00       WINDX   LinStatic        0.00     7123.20        0.00   2.530E-06        0.00 -8903998.78        58-3      250.00
          58     4750.00       WINDX   LinStatic        0.00     7123.20        0.00   2.530E-06        0.00 -12465598.3        58-3      750.00
          58     5250.00       WINDX   LinStatic        0.00     7123.20        0.00   2.530E-06        0.00 -16027197.8        58-3     1250.00
          58     5750.00       WINDX   LinStatic        0.00     7123.20        0.00   2.530E-06        0.00 -19588797.3        58-3     1750.00
          58      250.00       WINDY   LinStatic        0.00      253.44        0.00  2539498.95        0.00   261419.73        58-1      250.00
          58      750.00       WINDY   LinStatic        0.00      253.44        0.00  2539498.95        0.00   134701.74        58-1      750.00
          58     1250.00       WINDY   LinStatic        0.00      253.44        0.00  2539498.95        0.00     7983.75        58-1     1250.00
          58     1750.00       WINDY   LinStatic        0.00      253.44        0.00  2539498.95        0.00  -118734.23        58-1     1750.00
          58     2000.00       WINDY   LinStatic        0.00      253.44        0.00  2539498.95        0.00  -182093.23        58-1     2000.00
          58     2000.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2        0.00
          58     2250.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2      250.00
          58     2750.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2      750.00
          58     3250.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2     1250.00
          58     3750.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2     1750.00
          58     4000.00       WINDY   LinStatic        0.00  -3.140E-09        0.00  -1.439E-07        0.00  -142726.45        58-2     2000.00
          58     4000.00       WINDY   LinStatic        0.00     -253.44  -2.910E-11 -2539498.95        0.00  -182093.23        58-3        0.00
          58     4250.00       WINDY   LinStatic        0.00     -253.44  -2.910E-11 -2539498.95   7.276E-09  -118734.23        58-3      250.00
          58     4750.00       WINDY   LinStatic        0.00     -253.44  -2.910E-11 -2539498.95   2.183E-08     7983.75        58-3      750.00
          58     5250.00       WINDY   LinStatic        0.00     -253.44  -2.910E-11 -2539498.95   3.638E-08   134701.74        58-3     1250.00
          58     5750.00       WINDY   LinStatic        0.00     -253.44  -2.910E-11 -2539498.95   5.093E-08   261419.73        58-3     1750.00
          59      250.00        DEAD   LinStatic        0.00   -45797.10        0.00  9704313.24        0.00  -46256922.        59-1      250.00
          59      750.00        DEAD   LinStatic        0.00   -43272.90        0.00  9704313.24        0.00 -23923513.3        59-1      750.00
          59     1250.00        DEAD   LinStatic        0.00   -39562.35        0.00  9704313.24        0.00 -3214700.68        59-1     1250.00
          59     1750.00        DEAD   LinStatic        0.00   -37038.15        0.00  9704313.24        0.00 15869516.15        59-1     1750.00
          59     2000.00        DEAD   LinStatic        0.00   -36369.23        0.00  9704313.24        0.00 25037199.56        59-1     2000.00
          59     2000.00        DEAD   LinStatic        0.00    -5048.40  -5.421E-20        0.00  -5.551E-17 26694247.44        59-2        0.00
          59     2250.00        DEAD   LinStatic        0.00    -4379.47  -5.421E-20        0.00  -4.196E-17 27880970.35        59-2      250.00
          59     2750.00        DEAD   LinStatic        0.00    -1855.27  -5.421E-20        0.00  -1.485E-17 29505566.17        59-2      750.00
          59     3250.00        DEAD   LinStatic        0.00     1855.27  -5.421E-20        0.00   1.225E-17 29505566.17        59-2     1250.00
          59     3750.00        DEAD   LinStatic        0.00     4379.47  -5.421E-20        0.00   3.936E-17 27880970.35        59-2     1750.00
          59     4000.00        DEAD   LinStatic        0.00     5048.40  -5.421E-20        0.00   5.291E-17 26694247.44        59-2     2000.00
          59     4000.00        DEAD   LinStatic        0.00    36369.23  -5.421E-20 -9704313.24        0.00 25037199.56        59-3        0.00
          59     4250.00        DEAD   LinStatic        0.00    37038.15  -5.421E-20 -9704313.24   1.355E-17 15869516.15        59-3      250.00
          59     4750.00        DEAD   LinStatic        0.00    39562.35  -5.421E-20 -9704313.24   4.066E-17 -3214700.68        59-3      750.00
          59     5250.00        DEAD   LinStatic        0.00    43272.90  -5.421E-20 -9704313.24   6.776E-17 -23923513.3        59-3     1250.00
          59     5750.00        DEAD   LinStatic        0.00    45797.10  -5.421E-20 -9704313.24   9.487E-17  -46256922.        59-3     1750.00
          59      250.00        LIVE   LinStatic        0.00   -11308.11  -2.711E-20  2654580.34  -7.102E-18 -11576846.7        59-1      250.00
          59      750.00        LIVE   LinStatic        0.00   -10808.11  -2.711E-20  2654580.34   6.451E-18 -6026957.65        59-1      750.00
          59     1250.00        LIVE   LinStatic        0.00    -9933.11  -2.711E-20  2654580.34   2.000E-17  -841651.97        59-1     1250.00
          59     1750.00        LIVE   LinStatic        0.00    -9433.11  -2.711E-20  2654580.34   3.356E-17  3979070.38        59-1     1750.00
          59     2000.00        LIVE   LinStatic        0.00    -9370.61  -2.711E-20  2654580.34   4.033E-17  6326931.56        59-1     2000.00
          59     2000.00        LIVE   LinStatic        0.00    -1000.00        0.00        0.00        0.00  6782071.96        59-2        0.00
          59     2250.00        LIVE   LinStatic        0.00     -937.50        0.00        0.00        0.00  7026863.62        59-2      250.00
          59     2750.00        LIVE   LinStatic        0.00     -437.50        0.00        0.00        0.00  7391446.96        59-2      750.00
          59     3250.00        LIVE   LinStatic        0.00      437.50        0.00        0.00        0.00  7391446.96        59-2     1250.00
          59     3750.00        LIVE   LinStatic        0.00      937.50        0.00        0.00        0.00  7026863.62        59-2     1750.00
          59     4000.00        LIVE   LinStatic        0.00     1000.00        0.00        0.00        0.00  6782071.96        59-2     2000.00
          59     4000.00        LIVE   LinStatic        0.00     9370.61  -1.355E-20 -2654580.34  -1.388E-17  6326931.56        59-3        0.00
          59     4250.00        LIVE   LinStatic        0.00     9433.11  -1.355E-20 -2654580.34  -1.049E-17  3979070.38        59-3      250.00
          59     4750.00        LIVE   LinStatic        0.00     9933.11  -1.355E-20 -2654580.34  -3.713E-18  -841651.97        59-3      750.00
          59     5250.00        LIVE   LinStatic        0.00    10808.11  -1.355E-20 -2654580.34   3.063E-18 -6026957.65        59-3     1250.00
          59     5750.00        LIVE   LinStatic        0.00    11308.11  -1.355E-20 -2654580.34   9.839E-18 -11576846.7        59-3     1750.00
          59      250.00       WINDX   LinStatic        0.00     4300.57        0.00   6.010E-07        0.00 11826572.82        59-1      250.00
          59      750.00       WINDX   LinStatic        0.00     4300.57        0.00   6.010E-07        0.00  9676286.85        59-1      750.00
          59     1250.00       WINDX   LinStatic        0.00     4300.57        0.00   6.010E-07        0.00  7526000.88        59-1     1250.00
          59     1750.00       WINDX   LinStatic        0.00     4300.57        0.00   6.010E-07        0.00  5375714.92        59-1     1750.00
          59     2000.00       WINDX   LinStatic        0.00     4300.57        0.00   6.010E-07        0.00  4300571.93        59-1     2000.00
          59     2000.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07   1.355E-20  4300571.93        59-2        0.00
          59     2250.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07        0.00  3225428.95        59-2      250.00
          59     2750.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07        0.00  1075142.98        59-2      750.00
          59     3250.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07  -1.953E-20 -1075142.98        59-2     1250.00
          59     3750.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07  -3.277E-20 -3225428.95        59-2     1750.00
          59     4000.00       WINDX   LinStatic        0.00     4300.57        0.00   5.992E-07  -3.939E-20 -4300571.93        59-2     2000.00
          59     4000.00       WINDX   LinStatic        0.00     4300.57        0.00   1.649E-06   2.711E-20 -4300571.93        59-3        0.00
          59     4250.00       WINDX   LinStatic        0.00     4300.57        0.00   1.649E-06   2.711E-20 -5375714.92        59-3      250.00
          59     4750.00       WINDX   LinStatic        0.00     4300.57        0.00   1.649E-06   2.711E-20 -7526000.88        59-3      750.00
          59     5250.00       WINDX   LinStatic        0.00     4300.57        0.00   1.649E-06   2.711E-20 -9676286.85        59-3     1250.00
          59     5750.00       WINDX   LinStatic        0.00     4300.57        0.00   1.649E-06   2.711E-20 -11826572.8        59-3     1750.00
          59      250.00       WINDY   LinStatic        0.00     -371.85  -5.821E-11  1408795.10  -1.525E-08  -398046.31        59-1      250.00
          59      750.00       WINDY   LinStatic        0.00     -371.85  -5.821E-11  1408795.10   1.385E-08  -212122.39        59-1      750.00
          59     1250.00       WINDY   LinStatic        0.00     -371.85  -5.821E-11  1408795.10   4.296E-08   -26198.47        59-1     1250.00
          59     1750.00       WINDY   LinStatic        0.00     -371.85  -5.821E-11  1408795.10   7.206E-08   159725.46        59-1     1750.00
          59     2000.00       WINDY   LinStatic        0.00     -371.85  -5.821E-11  1408795.10   8.661E-08   252687.42        59-1     2000.00
          59     2000.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2        0.00
          59     2250.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2      250.00
          59     2750.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2      750.00
          59     3250.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2     1250.00
          59     3750.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2     1750.00
          59     4000.00       WINDY   LinStatic        0.00  -3.281E-09        0.00  -1.214E-07   2.980E-08   237242.20        59-2     2000.00
          59     4000.00       WINDY   LinStatic        0.00      371.85  -2.910E-11 -1408795.10  -2.980E-08   252687.42        59-3        0.00
          59     4250.00       WINDY   LinStatic        0.00      371.85  -2.910E-11 -1408795.10  -2.253E-08   159725.46        59-3      250.00
          59     4750.00       WINDY   LinStatic        0.00      371.85  -2.910E-11 -1408795.10  -7.974E-09   -26198.47        59-3      750.00
          59     5250.00       WINDY   LinStatic        0.00      371.85  -2.910E-11 -1408795.10   6.577E-09  -212122.39        59-3     1250.00
          59     5750.00       WINDY   LinStatic        0.00      371.85  -2.910E-11 -1408795.10   2.113E-08  -398046.31        59-3     1750.00
          60      250.00        DEAD   LinStatic        0.00  -104133.75  -2.711E-20 -1158885.43   6.776E-18  -104765692        60-1      250.00
          60      750.00        DEAD   LinStatic        0.00  -100027.75  -2.711E-20 -1158885.43   2.033E-17  -53593499.        60-1      750.00
          60     1250.00        DEAD   LinStatic        0.00   -93549.05  -2.711E-20 -1158885.43   3.388E-17 -5199296.58        60-1     1250.00
          60     1750.00        DEAD   LinStatic        0.00   -89443.05  -2.711E-20 -1158885.43   4.743E-17 40416913.84        60-1     1750.00
          60     2000.00        DEAD   LinStatic        0.00   -88576.40  -2.711E-20 -1158885.43   5.421E-17 62652869.05        60-1     2000.00
          60     2000.00        DEAD   LinStatic        0.00    -8143.62        0.00   -31042.00        0.00 61046201.63        60-2        0.00
          60     2250.00        DEAD   LinStatic        0.00    -7276.97        0.00   -31042.00        0.00 62990251.62        60-2      250.00
          60     2750.00        DEAD   LinStatic        0.00    -3170.97        0.00   -31042.00        0.00 65734051.62        60-2      750.00
          60     3250.00        DEAD   LinStatic        0.00     3307.73        0.00   -31042.00        0.00 65699859.97        60-2     1250.00
          60     3750.00        DEAD   LinStatic        0.00     7413.73        0.00   -31042.00        0.00 62887676.69        60-2     1750.00
          60     4000.00        DEAD   LinStatic        0.00     8280.38        0.00   -31042.00        0.00 60909435.04        60-2     2000.00
          60     4000.00        DEAD   LinStatic        0.00    88750.49        0.00  1185933.49   2.776E-17 62651311.46        60-3        0.00
          60     4250.00        DEAD   LinStatic        0.00    89617.14        0.00  1185933.49   2.776E-17 40371833.56        60-3      250.00
          60     4750.00        DEAD   LinStatic        0.00    93723.14        0.00  1185933.49   2.776E-17 -5331422.23        60-3      750.00
          60     5250.00        DEAD   LinStatic        0.00   100201.84        0.00  1185933.49   2.776E-17  -53812670.        60-3     1250.00
          60     5750.00        DEAD   LinStatic        0.00   104307.84        0.00  1185933.49   2.776E-17  -105071909        60-3     1750.00
          60      250.00        LIVE   LinStatic        0.00   -27444.64   1.355E-20  -315089.46  -3.388E-18 -27656089.9        60-1      250.00
          60      750.00        LIVE   LinStatic        0.00   -26444.64   1.355E-20  -315089.46  -1.016E-17 -14142105.4        60-1      750.00
          60     1250.00        LIVE   LinStatic        0.00   -24694.64   1.355E-20  -315089.46  -1.694E-17 -1357287.54        60-1     1250.00
          60     1750.00        LIVE   LinStatic        0.00   -23694.64   1.355E-20  -315089.46  -2.372E-17 10698363.61        60-1     1750.00
          60     2000.00        LIVE   LinStatic        0.00   -23569.64   1.355E-20  -315089.46  -2.711E-17 16601189.19        60-1     2000.00
          60     2000.00        LIVE   LinStatic        0.00    -1972.34   2.711E-20    -8936.07        0.00 16160779.20        60-2        0.00
          60     2250.00        LIVE   LinStatic        0.00    -1847.34   2.711E-20    -8936.07  -6.776E-18 16643447.12        60-2      250.00
          60     2750.00        LIVE   LinStatic        0.00     -847.34   2.711E-20    -8936.07  -2.033E-17 17358782.95        60-2      750.00
          60     3250.00        LIVE   LinStatic        0.00      902.66   2.711E-20    -8936.07  -3.388E-17 17344952.11        60-2     1250.00
          60     3750.00        LIVE   LinStatic        0.00     1902.66   2.711E-20    -8936.07  -4.743E-17 16601954.60        60-2     1750.00
          60     4000.00        LIVE   LinStatic        0.00     2027.66   2.711E-20    -8936.07  -5.421E-17 16105455.85        60-2     2000.00
          60     4000.00        LIVE   LinStatic        0.00    23635.54   1.355E-20   322760.31   1.388E-17 16584807.03        60-3        0.00
          60     4250.00        LIVE   LinStatic        0.00    23760.54   1.355E-20   322760.31   1.049E-17 10665504.60        60-3      250.00
          60     4750.00        LIVE   LinStatic        0.00    24760.54   1.355E-20   322760.31   3.713E-18 -1423100.27        60-3      750.00
          60     5250.00        LIVE   LinStatic        0.00    26510.54   1.355E-20   322760.31  -3.063E-18 -14240871.8        60-3     1250.00
          60     5750.00        LIVE   LinStatic        0.00    27510.54   1.355E-20   322760.31  -9.839E-18 -27787810.0        60-3     1750.00
          60      250.00       WINDX   LinStatic        0.00     7227.29        0.00  -3.025E-06        0.00 19712091.98        60-1      250.00
          60      750.00       WINDX   LinStatic        0.00     7227.29        0.00  -3.025E-06   1.985E-20 16098447.36        60-1      750.00
          60     1250.00       WINDX   LinStatic        0.00     7227.29        0.00  -3.025E-06   3.309E-20 12484802.74        60-1     1250.00
          60     1750.00       WINDX   LinStatic        0.00     7227.29        0.00  -3.025E-06   4.632E-20  8871158.12        60-1     1750.00
          60     2000.00       WINDX   LinStatic        0.00     7227.29        0.00  -3.025E-06   5.294E-20  7064335.81        60-1     2000.00
          60     2000.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07   5.421E-20  7064335.81        60-2        0.00
          60     2250.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07   4.098E-20  5257513.50        60-2      250.00
          60     2750.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07   1.451E-20  1643868.88        60-2      750.00
          60     3250.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07  -1.196E-20 -1969775.74        60-2     1250.00
          60     3750.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07  -3.843E-20 -5583420.36        60-2     1750.00
          60     4000.00       WINDX   LinStatic        0.00     7227.29        0.00   7.109E-07  -5.167E-20 -7390242.67        60-2     2000.00
          60     4000.00       WINDX   LinStatic        0.00     7227.29        0.00   6.387E-06        0.00 -7390242.67        60-3        0.00
          60     4250.00       WINDX   LinStatic        0.00     7227.29        0.00   6.387E-06  -1.323E-20 -9197064.98        60-3      250.00
          60     4750.00       WINDX   LinStatic        0.00     7227.29        0.00   6.387E-06  -3.970E-20 -12810709.6        60-3      750.00
          60     5250.00       WINDX   LinStatic        0.00     7227.29        0.00   6.387E-06  -6.617E-20 -16424354.2        60-3     1250.00
          60     5750.00       WINDX   LinStatic        0.00     7227.29        0.00   6.387E-06  -9.264E-20 -20037998.8        60-3     1750.00
          60      250.00       WINDY   LinStatic        0.00      254.48  -2.910E-11  2539452.74   7.276E-09   261303.69        60-1      250.00
          60      750.00       WINDY   LinStatic        0.00      254.48  -2.910E-11  2539452.74   2.183E-08   134061.95        60-1      750.00
          60     1250.00       WINDY   LinStatic        0.00      254.48  -2.910E-11  2539452.74   3.638E-08     6820.21        60-1     1250.00
          60     1750.00       WINDY   LinStatic        0.00      254.48  -2.910E-11  2539452.74   5.093E-08  -120421.53        60-1     1750.00
          60     2000.00       WINDY   LinStatic        0.00      254.48  -2.910E-11  2539452.74   5.821E-08  -184042.40        60-1     2000.00
          60     2000.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -145108.14        60-2        0.00
          60     2250.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -145288.88        60-2      250.00
          60     2750.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -145650.36        60-2      750.00
          60     3250.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -146011.83        60-2     1250.00
          60     3750.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -146373.31        60-2     1750.00
          60     4000.00       WINDY   LinStatic        0.00        0.72        0.00     -829.01        0.00  -146554.05        60-2     2000.00
          60     4000.00       WINDY   LinStatic        0.00     -255.90  -2.910E-11 -2554697.39        0.00  -187943.89        60-3        0.00
          60     4250.00       WINDY   LinStatic        0.00     -255.90  -2.910E-11 -2554697.39   7.276E-09  -123968.07        60-3      250.00
          60     4750.00       WINDY   LinStatic        0.00     -255.90  -2.910E-11 -2554697.39   2.183E-08     3983.58        60-3      750.00
          60     5250.00       WINDY   LinStatic        0.00     -255.90  -2.910E-11 -2554697.39   3.638E-08   131935.22        60-3     1250.00
          60     5750.00       WINDY   LinStatic        0.00     -255.90  -2.910E-11 -2554697.39   5.093E-08   259886.87        60-3     1750.00
          61      250.00        DEAD   LinStatic        0.00   -45894.95        0.00 10391968.89   2.776E-17  -46041128.        61-1      250.00
          61      750.00        DEAD   LinStatic        0.00   -43370.75        0.00 10391968.89   2.776E-17 -23658792.6        61-1      750.00
          61     1250.00        DEAD   LinStatic        0.00   -39660.20        0.00 10391968.89   2.776E-17 -2901052.96        61-1     1250.00
          61     1750.00        DEAD   LinStatic        0.00   -37136.00        0.00 10391968.89   2.776E-17 16232090.83        61-1     1750.00
          61     2000.00        DEAD   LinStatic        0.00   -36467.08        0.00 10391968.89   2.776E-17 25424237.72        61-1     2000.00
          61     2000.00        DEAD   LinStatic        0.00    -5066.00  -2.711E-20    73522.07        0.00 27166114.13        61-2        0.00
          61     2250.00        DEAD   LinStatic        0.00    -4397.07  -2.711E-20    73522.07   6.776E-18 28357235.86        61-2      250.00
