SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

         137     3250.00        DEAD   LinStatic        0.00     2774.79  -2.711E-20   -10908.49   6.164E-17 66261293.98       137-2     1250.00
         137     3750.00        DEAD   LinStatic        0.00     6880.79  -2.711E-20   -10908.49   7.519E-17 63715584.02       137-2     1750.00
         137     4000.00        DEAD   LinStatic        0.00     7747.44  -2.711E-20   -10908.49   8.197E-17 61870579.05       137-2     2000.00
         137     4000.00        DEAD   LinStatic        0.00    88241.17  -2.711E-20  1203301.42        0.00 63597057.24       137-3        0.00
         137     4250.00        DEAD   LinStatic        0.00    89107.82  -2.711E-20  1203301.42   6.776E-18 41444910.95       137-3      250.00
         137     4750.00        DEAD   LinStatic        0.00    93213.82  -2.711E-20  1203301.42   2.033E-17 -4003681.63       137-3      750.00
         137     5250.00        DEAD   LinStatic        0.00    99692.52  -2.711E-20  1203301.42   3.388E-17  -52230266.       137-3     1250.00
         137     5750.00        DEAD   LinStatic        0.00   103798.52  -2.711E-20  1203301.42   4.743E-17  -103234842       137-3     1750.00
         137      250.00        LIVE   LinStatic        0.00   -27603.50        0.00  -323167.99  -8.633E-18 -27952709.5       137-1      250.00
         137      750.00        LIVE   LinStatic        0.00   -26603.50        0.00  -323167.99  -1.202E-17 -14359291.4       137-1      750.00
         137     1250.00        LIVE   LinStatic        0.00   -24853.50        0.00  -323167.99  -1.541E-17 -1495039.94       137-1     1250.00
         137     1750.00        LIVE   LinStatic        0.00   -23853.50        0.00  -323167.99  -1.880E-17 10640044.84       137-1     1750.00
         137     2000.00        LIVE   LinStatic        0.00   -23728.50        0.00  -323167.99  -2.049E-17 16582587.22       137-1     2000.00
         137     2000.00        LIVE   LinStatic        0.00    -2115.22        0.00    -3210.84        0.00 16130911.88       137-2        0.00
         137     2250.00        LIVE   LinStatic        0.00    -1990.22        0.00    -3210.84  -1.694E-18 16649299.90       137-2      250.00
         137     2750.00        LIVE   LinStatic        0.00     -990.22        0.00    -3210.84  -5.082E-18 17436075.95       137-2      750.00
         137     3250.00        LIVE   LinStatic        0.00      759.78        0.00    -3210.84  -8.470E-18 17493685.33       137-2     1250.00
         137     3750.00        LIVE   LinStatic        0.00     1759.78        0.00    -3210.84  -1.186E-17 16822128.04       137-2     1750.00
         137     4000.00        LIVE   LinStatic        0.00     1884.78        0.00    -3210.84  -1.355E-17 16361349.40       137-2     2000.00
         137     4000.00        LIVE   LinStatic        0.00    23498.68        0.00   327417.00  -6.939E-18 16836248.86       137-3        0.00
         137     4250.00        LIVE   LinStatic        0.00    23623.68        0.00   327417.00  -6.939E-18 10951163.35       137-3      250.00
         137     4750.00        LIVE   LinStatic        0.00    24623.68        0.00   327417.00  -6.939E-18 -1069007.68       137-3      750.00
         137     5250.00        LIVE   LinStatic        0.00    26373.68        0.00   327417.00  -6.939E-18 -13818345.4       137-3     1250.00
         137     5750.00        LIVE   LinStatic        0.00    27373.68        0.00   327417.00  -6.939E-18 -27296849.7       137-3     1750.00
         137      250.00       WINDX   LinStatic        0.00    11524.84        0.00  -4.457E-06  -2.711E-20 31432747.20       137-1      250.00
         137      750.00       WINDX   LinStatic        0.00    11524.84        0.00  -4.457E-06  -2.711E-20 25670324.75       137-1      750.00
         137     1250.00       WINDX   LinStatic        0.00    11524.84        0.00  -4.457E-06  -2.711E-20 19907902.29       137-1     1250.00
         137     1750.00       WINDX   LinStatic        0.00    11524.84        0.00  -4.457E-06  -2.711E-20 14145479.84       137-1     1750.00
         137     2000.00       WINDX   LinStatic        0.00    11524.84        0.00  -4.457E-06  -2.711E-20 11264268.61       137-1     2000.00
         137     2000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06   2.711E-20 11264268.61       137-2        0.00
         137     2250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06   2.049E-20  8383057.39       137-2      250.00
         137     2750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06        0.00  2620634.93       137-2      750.00
         137     3250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06        0.00 -3141787.52       137-2     1250.00
         137     3750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06  -1.922E-20 -8904209.98       137-2     1750.00
         137     4000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.055E-06  -2.583E-20 -11785421.2       137-2     2000.00
         137     4000.00       WINDX   LinStatic        0.00    11524.84        0.00   9.413E-06  -5.421E-20 -11785421.2       137-3        0.00
         137     4250.00       WINDX   LinStatic        0.00    11524.84        0.00   9.413E-06  -4.759E-20 -14666632.4       137-3      250.00
         137     4750.00       WINDX   LinStatic        0.00    11524.84        0.00   9.413E-06  -3.436E-20 -20429054.9       137-3      750.00
         137     5250.00       WINDX   LinStatic        0.00    11524.84        0.00   9.413E-06  -2.112E-20 -26191477.3       137-3     1250.00
         137     5750.00       WINDX   LinStatic        0.00    11524.84        0.00   9.413E-06        0.00  -31953900.       137-3     1750.00
         137      250.00       WINDY   LinStatic        0.00      442.70  -1.455E-11  4129709.50   1.854E-08   457182.41       137-1      250.00
         137      750.00       WINDY   LinStatic        0.00      442.70  -1.455E-11  4129709.50   2.582E-08   235833.88       137-1      750.00
         137     1250.00       WINDY   LinStatic        0.00      442.70  -1.455E-11  4129709.50   3.309E-08    14485.35       137-1     1250.00
         137     1750.00       WINDY   LinStatic        0.00      442.70  -1.455E-11  4129709.50   4.037E-08  -206863.18       137-1     1750.00
         137     2000.00       WINDY   LinStatic        0.00      442.70  -1.455E-11  4129709.50   4.400E-08  -317537.45       137-1     2000.00
         137     2000.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   1.490E-08  -250297.30       137-2        0.00
         137     2250.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   1.854E-08  -250944.81       137-2      250.00
         137     2750.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   2.582E-08  -252239.83       137-2      750.00
         137     3250.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   3.309E-08  -253534.85       137-2     1250.00
         137     3750.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   4.037E-08  -254829.86       137-2     1750.00
         137     4000.00       WINDY   LinStatic        0.00        2.59  -1.455E-11    -1364.15   4.400E-08  -255477.37       137-2     2000.00
         137     4000.00       WINDY   LinStatic        0.00     -439.58        0.00 -4153948.59   1.490E-08  -323917.00       137-3        0.00
         137     4250.00       WINDY   LinStatic        0.00     -439.58        0.00 -4153948.59   1.490E-08  -214022.70       137-3      250.00
         137     4750.00       WINDY   LinStatic        0.00     -439.58        0.00 -4153948.59   1.490E-08     5765.89       137-3      750.00
         137     5250.00       WINDY   LinStatic        0.00     -439.58        0.00 -4153948.59   1.490E-08   225554.49       137-3     1250.00
         137     5750.00       WINDY   LinStatic        0.00     -439.58        0.00 -4153948.59   1.490E-08   445343.08       137-3     1750.00
         138      250.00        DEAD   LinStatic        0.00   -45635.47  -2.711E-20 10292982.10   3.453E-17  -45168517.       138-1      250.00
         138      750.00        DEAD   LinStatic        0.00   -43111.27  -2.711E-20 10292982.10   4.808E-17 -22915923.9       138-1      750.00
         138     1250.00        DEAD   LinStatic        0.00   -39400.72  -2.711E-20 10292982.10   6.164E-17 -2287927.11       138-1     1250.00
         138     1750.00        DEAD   LinStatic        0.00   -36876.52  -2.711E-20 10292982.10   7.519E-17 16715473.87       138-1     1750.00
         138     2000.00        DEAD   LinStatic        0.00   -36207.59  -2.711E-20 10292982.10   8.197E-17 25842749.36       138-1     2000.00
         138     2000.00        DEAD   LinStatic        0.00    -4830.13        0.00    57745.39   2.776E-17 27569227.55       138-2        0.00
         138     2250.00        DEAD   LinStatic        0.00    -4161.20        0.00    57745.39   2.776E-17 28701382.94       138-2      250.00
         138     2750.00        DEAD   LinStatic        0.00    -1637.00        0.00    57745.39   2.776E-17 30216843.71       138-2      750.00
         138     3250.00        DEAD   LinStatic        0.00     2073.55        0.00    57745.39   2.776E-17 30107708.66       138-2     1250.00
         138     3750.00        DEAD   LinStatic        0.00     4597.75        0.00    57745.39   2.776E-17 28373977.79       138-2     1750.00
         138     4000.00        DEAD   LinStatic        0.00     5266.67        0.00    57745.39   2.776E-17 27132687.36       138-2     2000.00
         138     4000.00        DEAD   LinStatic        0.00    36646.60  -2.711E-20 -10130312.4        0.00 25485735.84       138-3        0.00
         138     4250.00        DEAD   LinStatic        0.00    37315.52  -2.711E-20 -10130312.4   6.776E-18 16248709.44       138-3      250.00
         138     4750.00        DEAD   LinStatic        0.00    39839.72  -2.711E-20 -10130312.4   2.033E-17 -2974193.36       138-3      750.00
         138     5250.00        DEAD   LinStatic        0.00    43550.27  -2.711E-20 -10130312.4   3.388E-17 -23821692.0       138-3     1250.00
         138     5750.00        DEAD   LinStatic        0.00    46074.47  -2.711E-20 -10130312.4   4.743E-17  -46293786.       138-3     1750.00
         138      250.00        LIVE   LinStatic        0.00   -11272.21        0.00  2819048.26  -1.694E-18 -11317564.8       138-1      250.00
         138      750.00        LIVE   LinStatic        0.00   -10772.21        0.00  2819048.26  -5.082E-18 -5785627.03       138-1      750.00
         138     1250.00        LIVE   LinStatic        0.00    -9897.21        0.00  2819048.26  -8.470E-18  -618272.62       138-1     1250.00
         138     1750.00        LIVE   LinStatic        0.00    -9397.21        0.00  2819048.26  -1.186E-17  4184498.44       138-1     1750.00
         138     2000.00        LIVE   LinStatic        0.00    -9334.71        0.00  2819048.26  -1.355E-17  6523383.98       138-1     2000.00
         138     2000.00        LIVE   LinStatic        0.00     -948.60        0.00    17220.41  -6.939E-18  6998283.44       138-2        0.00
         138     2250.00        LIVE   LinStatic        0.00     -886.10        0.00    17220.41  -8.633E-18  7230226.11       138-2      250.00
         138     2750.00        LIVE   LinStatic        0.00     -386.10        0.00    17220.41  -1.202E-17  7569111.44       138-2      750.00
         138     3250.00        LIVE   LinStatic        0.00      488.90        0.00    17220.41  -1.541E-17  7543413.44       138-2     1250.00
         138     3750.00        LIVE   LinStatic        0.00      988.90        0.00    17220.41  -1.880E-17  7153132.11       138-2     1750.00
         138     4000.00        LIVE   LinStatic        0.00     1051.40        0.00    17220.41  -2.049E-17  6895491.45       138-2     2000.00
         138     4000.00        LIVE   LinStatic        0.00     9438.11        0.00 -2770115.09        0.00  6443816.10       138-3        0.00
         138     4250.00        LIVE   LinStatic        0.00     9500.61        0.00 -2770115.09  -1.694E-18  4079080.06       138-3      250.00
         138     4750.00        LIVE   LinStatic        0.00    10000.61        0.00 -2770115.09  -5.082E-18  -775392.02       138-3      750.00
         138     5250.00        LIVE   LinStatic        0.00    10875.61        0.00 -2770115.09  -8.470E-18 -5994447.43       138-3     1250.00
         138     5750.00        LIVE   LinStatic        0.00    11375.61        0.00 -2770115.09  -1.186E-17 -11578086.2       138-3     1750.00
         138      250.00       WINDX   LinStatic        0.00    11524.84        0.00   6.444E-06  -1.387E-20 31953899.79       138-1      250.00
         138      750.00       WINDX   LinStatic        0.00    11524.84        0.00   6.444E-06   1.260E-20 26191477.34       138-1      750.00
         138     1250.00       WINDX   LinStatic        0.00    11524.84        0.00   6.444E-06   3.907E-20 20429054.88       138-1     1250.00
         138     1750.00       WINDX   LinStatic        0.00    11524.84        0.00   6.444E-06   6.554E-20 14666632.43       138-1     1750.00
         138     2000.00       WINDX   LinStatic        0.00    11524.84        0.00   6.444E-06   7.877E-20 11785421.20       138-1     2000.00
         138     2000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06   2.711E-20 11785421.20       138-2        0.00
         138     2250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06   1.718E-20  8904209.98       138-2      250.00
         138     2750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06        0.00  3141787.52       138-2      750.00
         138     3250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06  -2.253E-20 -2620634.93       138-2     1250.00
         138     3750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06  -4.238E-20 -8383057.39       138-2     1750.00
         138     4000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.325E-06  -5.230E-20 -11264268.6       138-2     2000.00
         138     4000.00       WINDX   LinStatic        0.00    11524.84        0.00  -1.495E-06        0.00 -11264268.6       138-3        0.00
         138     4250.00       WINDX   LinStatic        0.00    11524.84        0.00  -1.495E-06        0.00 -14145479.8       138-3      250.00
         138     4750.00       WINDX   LinStatic        0.00    11524.84        0.00  -1.495E-06        0.00 -19907902.3       138-3      750.00
         138     5250.00       WINDX   LinStatic        0.00    11524.84        0.00  -1.495E-06  -1.654E-20 -25670324.7       138-3     1250.00
         138     5750.00       WINDX   LinStatic        0.00    11524.84        0.00  -1.495E-06  -2.316E-20 -31432747.2       138-3     1750.00
         138      250.00       WINDY   LinStatic        0.00    -1019.65  -1.455E-11  3767141.53   1.854E-08 -1068819.87       138-1      250.00
         138      750.00       WINDY   LinStatic        0.00    -1019.65  -1.455E-11  3767141.53   2.582E-08  -558996.70       138-1      750.00
         138     1250.00       WINDY   LinStatic        0.00    -1019.65  -1.455E-11  3767141.53   3.309E-08   -49173.53       138-1     1250.00
         138     1750.00       WINDY   LinStatic        0.00    -1019.65  -1.455E-11  3767141.53   4.037E-08   460649.64       138-1     1750.00
         138     2000.00       WINDY   LinStatic        0.00    -1019.65  -1.455E-11  3767141.53   4.400E-08   715561.23       138-1     2000.00
         138     2000.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   671488.68       138-2        0.00
         138     2250.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   669629.91       138-2      250.00
         138     2750.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   665912.35       138-2      750.00
         138     3250.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   662194.80       138-2     1250.00
         138     3750.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   658477.25       138-2     1750.00
         138     4000.00       WINDY   LinStatic        0.00        7.44        0.00     2494.63        0.00   656618.47       138-2     2000.00
         138     4000.00       WINDY   LinStatic        0.00     1029.68        0.00 -3746330.92   1.490E-08   699991.61       138-3        0.00
         138     4250.00       WINDY   LinStatic        0.00     1029.68        0.00 -3746330.92   1.490E-08   442571.16       138-3      250.00
         138     4750.00       WINDY   LinStatic        0.00     1029.68        0.00 -3746330.92   1.490E-08   -72269.74       138-3      750.00
         138     5250.00       WINDY   LinStatic        0.00     1029.68        0.00 -3746330.92   1.490E-08  -587110.64       138-3     1250.00
         138     5750.00       WINDY   LinStatic        0.00     1029.68        0.00 -3746330.92   1.490E-08 -1101951.54       138-3     1750.00
         139      250.00        DEAD   LinStatic        0.00   -45845.94        0.00 10142015.78        0.00  -46238437.       139-1      250.00
         139      750.00        DEAD   LinStatic        0.00   -43321.74        0.00 10142015.78        0.00 -23880609.3       139-1      750.00
         139     1250.00        DEAD   LinStatic        0.00   -39611.19        0.00 10142015.78        0.00 -3147377.04       139-1     1250.00
         139     1750.00        DEAD   LinStatic        0.00   -37086.99        0.00 10142015.78        0.00 15961259.36       139-1     1750.00
         139     2000.00        DEAD   LinStatic        0.00   -36418.06        0.00 10142015.78        0.00 25141152.57       139-1     2000.00
         139     2000.00        DEAD   LinStatic        0.00    -5048.40  -2.711E-20   1.863E-09        0.00 26798580.69       139-2        0.00
         139     2250.00        DEAD   LinStatic        0.00    -4379.47  -2.711E-20   1.863E-09   6.776E-18 27985303.59       139-2      250.00
         139     2750.00        DEAD   LinStatic        0.00    -1855.27  -2.711E-20   1.863E-09   2.033E-17 29609899.42       139-2      750.00
         139     3250.00        DEAD   LinStatic        0.00     1855.27  -2.711E-20   1.863E-09   3.388E-17 29609899.42       139-2     1250.00
         139     3750.00        DEAD   LinStatic        0.00     4379.47  -2.711E-20   1.863E-09   4.743E-17 27985303.59       139-2     1750.00
         139     4000.00        DEAD   LinStatic        0.00     5048.40  -2.711E-20   1.863E-09   5.421E-17 26798580.69       139-2     2000.00
         139     4000.00        DEAD   LinStatic        0.00    36418.06        0.00 -10142015.8   2.776E-17 25141152.57       139-3        0.00
         139     4250.00        DEAD   LinStatic        0.00    37086.99        0.00 -10142015.8   2.776E-17 15961259.36       139-3      250.00
         139     4750.00        DEAD   LinStatic        0.00    39611.19        0.00 -10142015.8   2.776E-17 -3147377.04       139-3      750.00
         139     5250.00        DEAD   LinStatic        0.00    43321.74        0.00 -10142015.8   2.776E-17 -23880609.3       139-3     1250.00
         139     5750.00        DEAD   LinStatic        0.00    45845.94        0.00 -10142015.8   2.776E-17  -46238437.       139-3     1750.00
         139      250.00        LIVE   LinStatic        0.00   -11321.37        0.00  2774027.79  -1.694E-18 -11573668.2       139-1      250.00
         139      750.00        LIVE   LinStatic        0.00   -10821.37        0.00  2774027.79  -5.082E-18 -6017152.07       139-1      750.00
         139     1250.00        LIVE   LinStatic        0.00    -9946.37        0.00  2774027.79  -8.470E-18  -825219.22       139-1     1250.00
         139     1750.00        LIVE   LinStatic        0.00    -9446.37        0.00  2774027.79  -1.186E-17  4002130.29       139-1     1750.00
         139     2000.00        LIVE   LinStatic        0.00    -9383.87        0.00  2774027.79  -1.355E-17  6353305.04       139-1     2000.00
         139     2000.00        LIVE   LinStatic        0.00    -1000.00        0.00  -9.313E-10  -6.939E-18  6808540.12       139-2        0.00
         139     2250.00        LIVE   LinStatic        0.00     -937.50        0.00  -9.313E-10  -8.633E-18  7053331.79       139-2      250.00
         139     2750.00        LIVE   LinStatic        0.00     -437.50        0.00  -9.313E-10  -1.202E-17  7417915.12       139-2      750.00
         139     3250.00        LIVE   LinStatic        0.00      437.50        0.00  -9.313E-10  -1.541E-17  7417915.12       139-2     1250.00
         139     3750.00        LIVE   LinStatic        0.00      937.50        0.00  -9.313E-10  -1.880E-17  7053331.79       139-2     1750.00
         139     4000.00        LIVE   LinStatic        0.00     1000.00        0.00  -9.313E-10  -2.049E-17  6808540.12       139-2     2000.00
         139     4000.00        LIVE   LinStatic        0.00     9383.87        0.00 -2774027.79        0.00  6353305.04       139-3        0.00
         139     4250.00        LIVE   LinStatic        0.00     9446.37        0.00 -2774027.79  -1.694E-18  4002130.29       139-3      250.00
         139     4750.00        LIVE   LinStatic        0.00     9946.37        0.00 -2774027.79  -5.082E-18  -825219.22       139-3      750.00
         139     5250.00        LIVE   LinStatic        0.00    10821.37        0.00 -2774027.79  -8.470E-18 -6017152.07       139-3     1250.00
         139     5750.00        LIVE   LinStatic        0.00    11321.37        0.00 -2774027.79  -1.186E-17 -11573668.2       139-3     1750.00
         139      250.00       WINDX   LinStatic        0.00    11315.50        0.00   1.298E-06        0.00 31117635.31       139-1      250.00
         139      750.00       WINDX   LinStatic        0.00    11315.50        0.00   1.298E-06        0.00 25459883.44       139-1      750.00
         139     1250.00       WINDX   LinStatic        0.00    11315.50        0.00   1.298E-06        0.00 19802131.56       139-1     1250.00
         139     1750.00       WINDX   LinStatic        0.00    11315.50        0.00   1.298E-06        0.00 14144379.69       139-1     1750.00
         139     2000.00       WINDX   LinStatic        0.00    11315.50        0.00   1.298E-06   1.001E-20 11315503.75       139-1     2000.00
         139     2000.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06        0.00 11315503.75       139-2        0.00
         139     2250.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06        0.00  8486627.81       139-2      250.00
         139     2750.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06   1.174E-20  2828875.94       139-2      750.00
         139     3250.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06   1.505E-20 -2828875.94       139-2     1250.00
         139     3750.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06   1.836E-20 -8486627.81       139-2     1750.00
         139     4000.00       WINDX   LinStatic        0.00    11315.50        0.00   1.316E-06   2.001E-20 -11315503.8       139-2     2000.00
         139     4000.00       WINDX   LinStatic        0.00    11315.50        0.00   3.619E-06        0.00 -11315503.8       139-3        0.00
         139     4250.00       WINDX   LinStatic        0.00    11315.50        0.00   3.619E-06        0.00 -14144379.7       139-3      250.00
         139     4750.00       WINDX   LinStatic        0.00    11315.50        0.00   3.619E-06        0.00 -19802131.6       139-3      750.00
         139     5250.00       WINDX   LinStatic        0.00    11315.50        0.00   3.619E-06        0.00 -25459883.4       139-3     1250.00
         139     5750.00       WINDX   LinStatic        0.00    11315.50        0.00   3.619E-06        0.00 -31117635.3       139-3     1750.00
         139      250.00       WINDY   LinStatic        0.00    -1022.00        0.00  3747186.45        0.00 -1092823.44       139-1      250.00
         139      750.00       WINDY   LinStatic        0.00    -1022.00        0.00  3747186.45        0.00  -581822.14       139-1      750.00
         139     1250.00       WINDY   LinStatic        0.00    -1022.00        0.00  3747186.45        0.00   -70820.85       139-1     1250.00
         139     1750.00       WINDY   LinStatic        0.00    -1022.00        0.00  3747186.45        0.00   440180.45       139-1     1750.00
         139     2000.00       WINDY   LinStatic        0.00    -1022.00        0.00  3747186.45        0.00   695681.10       139-1     2000.00
         139     2000.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07  -1.490E-08   652681.93       139-2        0.00
         139     2250.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07  -1.126E-08   652681.93       139-2      250.00
         139     2750.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07  -3.987E-09   652681.93       139-2      750.00
         139     3250.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07   3.289E-09   652681.94       139-2     1250.00
         139     3750.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07   1.056E-08   652681.94       139-2     1750.00
         139     4000.00       WINDY   LinStatic        0.00  -7.487E-09  -1.455E-11  -2.676E-07   1.420E-08   652681.94       139-2     2000.00
         139     4000.00       WINDY   LinStatic        0.00     1022.00  -1.455E-11 -3747186.45   1.490E-08   695681.10       139-3        0.00
         139     4250.00       WINDY   LinStatic        0.00     1022.00  -1.455E-11 -3747186.45   1.854E-08   440180.45       139-3      250.00
         139     4750.00       WINDY   LinStatic        0.00     1022.00  -1.455E-11 -3747186.45   2.582E-08   -70820.85       139-3      750.00
         139     5250.00       WINDY   LinStatic        0.00     1022.00  -1.455E-11 -3747186.45   3.309E-08  -581822.14       139-3     1250.00
         139     5750.00       WINDY   LinStatic        0.00     1022.00  -1.455E-11 -3747186.45   4.037E-08 -1092823.44       139-3     1750.00
         140      250.00        DEAD   LinStatic        0.00   -46074.47  -2.711E-20 10130312.36   6.776E-18  -46293786.       140-1      250.00
         140      750.00        DEAD   LinStatic        0.00   -43550.27  -2.711E-20 10130312.36   2.033E-17 -23821692.0       140-1      750.00
         140     1250.00        DEAD   LinStatic        0.00   -39839.72  -2.711E-20 10130312.36   3.388E-17 -2974193.36       140-1     1250.00
         140     1750.00        DEAD   LinStatic        0.00   -37315.52  -2.711E-20 10130312.36   4.743E-17 16248709.44       140-1     1750.00
         140     2000.00        DEAD   LinStatic        0.00   -36646.60  -2.711E-20 10130312.36   5.421E-17 25485735.84       140-1     2000.00
         140     2000.00        DEAD   LinStatic        0.00    -5266.67  -2.711E-20   -57745.39   2.776E-17 27132687.36       140-2        0.00
         140     2250.00        DEAD   LinStatic        0.00    -4597.75  -2.711E-20   -57745.39   3.453E-17 28373977.79       140-2      250.00
         140     2750.00        DEAD   LinStatic        0.00    -2073.55  -2.711E-20   -57745.39   4.808E-17 30107708.66       140-2      750.00
         140     3250.00        DEAD   LinStatic        0.00     1637.00  -2.711E-20   -57745.39   6.164E-17 30216843.71       140-2     1250.00
         140     3750.00        DEAD   LinStatic        0.00     4161.20  -2.711E-20   -57745.39   7.519E-17 28701382.94       140-2     1750.00
         140     4000.00        DEAD   LinStatic        0.00     4830.13  -2.711E-20   -57745.39   8.197E-17 27569227.55       140-2     2000.00
         140     4000.00        DEAD   LinStatic        0.00    36207.59  -2.711E-20 -10292982.1        0.00 25842749.36       140-3        0.00
         140     4250.00        DEAD   LinStatic        0.00    36876.52  -2.711E-20 -10292982.1   6.776E-18 16715473.87       140-3      250.00
         140     4750.00        DEAD   LinStatic        0.00    39400.72  -2.711E-20 -10292982.1   2.033E-17 -2287927.11       140-3      750.00
         140     5250.00        DEAD   LinStatic        0.00    43111.27  -2.711E-20 -10292982.1   3.388E-17 -22915923.9       140-3     1250.00
         140     5750.00        DEAD   LinStatic        0.00    45635.47  -2.711E-20 -10292982.1   4.743E-17  -45168517.       140-3     1750.00
         140      250.00        LIVE   LinStatic        0.00   -11375.61        0.00  2770115.09  -8.633E-18 -11578086.2       140-1      250.00
         140      750.00        LIVE   LinStatic        0.00   -10875.61        0.00  2770115.09  -1.202E-17 -5994447.43       140-1      750.00
         140     1250.00        LIVE   LinStatic        0.00   -10000.61        0.00  2770115.09  -1.541E-17  -775392.02       140-1     1250.00
         140     1750.00        LIVE   LinStatic        0.00    -9500.61        0.00  2770115.09  -1.880E-17  4079080.06       140-1     1750.00
         140     2000.00        LIVE   LinStatic        0.00    -9438.11        0.00  2770115.09  -2.049E-17  6443816.10       140-1     2000.00
         140     2000.00        LIVE   LinStatic        0.00    -1051.40        0.00   -17220.41        0.00  6895491.45       140-2        0.00
         140     2250.00        LIVE   LinStatic        0.00     -988.90        0.00   -17220.41  -1.694E-18  7153132.11       140-2      250.00
         140     2750.00        LIVE   LinStatic        0.00     -488.90        0.00   -17220.41  -5.082E-18  7543413.44       140-2      750.00
         140     3250.00        LIVE   LinStatic        0.00      386.10        0.00   -17220.41  -8.470E-18  7569111.44       140-2     1250.00
         140     3750.00        LIVE   LinStatic        0.00      886.10        0.00   -17220.41  -1.186E-17  7230226.11       140-2     1750.00
         140     4000.00        LIVE   LinStatic        0.00      948.60        0.00   -17220.41  -1.355E-17  6998283.44       140-2     2000.00
         140     4000.00        LIVE   LinStatic        0.00     9334.71        0.00 -2819048.26  -6.939E-18  6523383.98       140-3        0.00
         140     4250.00        LIVE   LinStatic        0.00     9397.21        0.00 -2819048.26  -6.939E-18  4184498.44       140-3      250.00
         140     4750.00        LIVE   LinStatic        0.00     9897.21        0.00 -2819048.26  -6.939E-18  -618272.62       140-3      750.00
         140     5250.00        LIVE   LinStatic        0.00    10772.21        0.00 -2819048.26  -6.939E-18 -5785627.03       140-3     1250.00
         140     5750.00        LIVE   LinStatic        0.00    11272.21        0.00 -2819048.26  -6.939E-18 -11317564.8       140-3     1750.00
         140      250.00       WINDX   LinStatic        0.00    11524.84        0.00  -3.814E-06  -2.711E-20 31432747.20       140-1      250.00
         140      750.00       WINDX   LinStatic        0.00    11524.84        0.00  -3.814E-06  -2.711E-20 25670324.75       140-1      750.00
         140     1250.00       WINDX   LinStatic        0.00    11524.84        0.00  -3.814E-06  -2.711E-20 19907902.29       140-1     1250.00
         140     1750.00       WINDX   LinStatic        0.00    11524.84        0.00  -3.814E-06  -2.711E-20 14145479.84       140-1     1750.00
         140     2000.00       WINDX   LinStatic        0.00    11524.84        0.00  -3.814E-06  -2.711E-20 11264268.61       140-1     2000.00
         140     2000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06   2.711E-20 11264268.61       140-2        0.00
         140     2250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06   2.049E-20  8383057.39       140-2      250.00
         140     2750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06        0.00  2620634.93       140-2      750.00
         140     3250.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06        0.00 -3141787.52       140-2     1250.00
         140     3750.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06  -1.922E-20 -8904209.98       140-2     1750.00
